id;address;category;description;title
1122;Melbourne;Information & Communication Technology;The Company Teleaus is a leading Information and Communications Engineering solutions and services provider company specializing in IT services, telecommunications consulting and business solutions that deliver real results to businesses, ensuring a level of quality services. We are looking for a Construction Manager to join our dynamic Project team. About the role: The construction Manager will oversee all on-site activities which includes installation and remediation of pit and conduit infrastructure, node site construction, hauling of fibre through existing and /or new infrastructure, splicing & testing of the fibre, complex copper jointing and simplex node terminations. The person needs to have a clear understanding of Design Concepts and Construction Plans.Â  Liaising with customer and internal project team effectively on all activities related to the project is also important. What qualities are we looking for? nbn FTTC/FTTB network construction experience (Minimum 3 years) Ability to motivate and lead teams Understand & Follow OH&S Polices in the workplace & on site Excellent work ethic is essential Be willing and able to Travel if needed Vehicle equipped with equipment appropriate for the scope of works. (Assistance will be provided to successful candidates if required) Training requirements: Construction White Card & nbn enAble Registration Traffic control management First Aid and CPR Certificate Valid Driver Licence National Police Check Pit & Pipe Course Certification Driving License Open cabling License (Recommended) Remove non-friable asbestos training Supervise asbestos removal training (Preferred) Following would be an advantage: Certificate III (or higher) in Communications and/or Telecommunications Cabler Registration Number (ACMA Open Cable Licence) Â  Want to know more about who we are? Please visit us at www.teleaus.comÂ or send email at jobs@teleaus.com.au Â  Â  Â;Construction Manager - Telecommunications Infrastructure
1123;Melbourne;Accounting;The Country Fire Authority (CFA) is one of the world's largest, and most highly regarded community based emergency servicesÂ organisations.Â We respond to fire and other emergencies 24 hours a day, seven days a week. Whilst our firefighters are the cornerstone of CFA services, what goes on behind the scenes is just as important in helping to protect lives and property. Reporting to the Manager Shared Services, the Business Support Officer Accounts Receivable is responsible for the accounts receivable function for corporate headquarters. This position will perform the Account Receivable functions and ensure adequate and accurate transaction processes are in accordance with CFA policy and procedures. The successful applicant will have: Demonstrated accounts receivable experience in a similar environment Proven ability to accurately complete data entry processing in a timely, efficient and professional manner Strong organisational skills including the ability to undertake accounts receivable investigations and reconciliations Excellent communication, interpersonal, liaison and written skills with all levels of staff Proactive approach to tasks with ability to self-direct as required by the task set and work with minimal supervision and direction Ability to work with and contribute positively as a team member Computer literacy using windows based software including experience in SAP Finance System and Excel Your Application When applying for a position with CFA, the key to progressing in the selection process is the quality of your application. Your application must demonstrate that you have the qualifications, experience, key attributes and skills required for the position. Applicants must address the selection criteria outlined in the attached position description. Your application should include: Cover letter Responses to the Key Selection Criteria as outlined in the Position Description Resume Submitting your Application When you click the 'apply' button you will be taken to the online application form. Here you will be asked to provide personal and contact details and respond to employment-related questions. Â  The successful applicant will be required to complete a National Police History Check. Â  CFA supports flexible working arrangements and is committed to being an inclusive, fair and child safe organisation for all staff, volunteers and the community.;Business Support Officer Accounts Receivable
1124;Melbourne;Accounting;"It's all about you... Â  A fantasticÂ opportunity is nowÂ available for an experienced Debt Recovery Clerk/Collections OfficerÂ to join this leading mid tier law firmsÂ Debt Recovery team.Â  Â  In this role you will be reporting directly to the Recoveries & Development Manager and you willÂ be responsible for: monitoring and collecting outstanding payments from debtors in order to successfully discharge debt to clients Preparing Letters of Demand Issuing Magistrates Court complaints for recovery providing clients with matter updates and advising on options available for recovery of monies Skills and experience we'dÂ love...Â Â  Previous experience as a Debt Recovery Clerk/Collections OfficerÂ or in a similar role, ideally within a legal office environmentÂ  Excellent telephone manner and administration follow-up skills A proven record of high level customer service and debt recovery procedures High attention to detail and accurate recording of follow-up The ability to liaise at all levels, both internally and externally Working knowledge of the relevant sections of the Privacy Act, together with an understanding of Magistrate Court rules Let's talk! SecureÂ this role now and start in the New Year!Â  Â  Legal People thanks all applicants in advance for their interest in this role; however, only those required for interview will be contacted further. Â  To apply online, please click on the apply now button. Alternatively, for a confidential discussion please contact: Â  Rosie Mamic on 9098 8775 or Laine McKenzie on 9098 8774 Level 40, 140 William Street, MelbourneÂ Vic 3000 Quoting Ref. No.: 2704963x Â Â  Check out Legal People's FREE salary comparison website: www.legalsalary.com.au";Debt Recovery Clerk - Law firm opportunity!
1125;Sydney;Hospitality & Tourism;A bar/restaurant in Castle Hill is seeking a part time Kitchen Hand (up to 30 hours per week) to join our team. To be considered for this role you should: Be available at both days at weekends Have at least 6 months of experience as a Kitchen Hand Have Australian work rights;Part time Kitchen Hand in Castle Hill
1126;Melbourne;Trades & Services;About tech2 tech2 is a leading national provider of field services in the Telecommunications industry, with operations in all major capital cities and territories. Due to the release of NBN Hybrid Fibre Coaxial (HFC) Network works, tech2 is engaging qualified telecommunication installation and service technicians, looking for sub-contracting opportunities predominantly in Melbourne Metro These works will see you specifically carrying out HFC Civils works so experience inÂ boring, cut and remediation works when doing lead ins is required. Applicants should be strong performing and highly motivated sub-contract installers within the HFC network, who are seeking stable work volumes and high earning capacity. All sub-contractors joining tech2 must have the following to meet our strict audit requirements and be a minimum of a 2 man team. Pty Ltd Registered Company Have relevant insurances, such as Public Liability, Workers Compensation Policy & Comprehensive Motor Vehicle Insurance Construction Induction â€“ White Card Valid Australian Driver's License Work Rights in Australia Police Clearance (valid within the last 6 months) HLTAID003 â€“ Provide First Aid VIC Traffic ManagementÂ  Work Vehicle with all required tools IPad's & Mobile Phones Experience in Hybrid Fibre Coaxial (HFC) Civils worksÂ is mandatory for this opportunity. Sub-Contractors must be willing to up skill through scheduled training courses and workshops. Please apply on line attaching an up-to-date resume and/or accompanying company overview covering your experience relative to these opportunities. Please note due to the high volume of applicants only shortlisted candidates will be contacted. We respect your privacy and will not collect, use or disclose your personal information other than in accordance with the AustralianÂ Privacy Principals as set out in our Privacy Policy.;Expression of Interest - NBN HFC Civils Sub Contractor Opps - Melbourne Metro
1127;Melbourne;Engineering;"Cardnoâ€™s vision is to be leaders in improving the physical and social environment for people around the world.Â  Â  Cardno is seeking to reinforce its already strong Project Management capabilities in our Victorian Land Development team, with an experienced Project Manager (10+ years). Based in our Melbourne CBD office, you will engage in projects covering residential and industrial/commercial subdivisional developments of both greenfield and infill sites ranging from small boutique developments to major new master planned communities. The role will involve management of design personnel, as well as management and checking of subdivision designs. Â  This position offers the opportunity for you to â€“ Deliver projects from concept, site acquisition and rezoning through to construction and subdivision registration, and ensure work output is of a technically high standard Manage design personnel; supervise and review subdivision designs Liaise with, and manage a range stakeholders, including clients, sub-consultants, statutory authorities, and contractors Complete project management tasks and records within time and budget constraints Develop practical and commercial solutions to problems Undertake work related training and self-development for career advancement Collaborate with project staff and work within teams of project management and multidisciplinary specialists Participate in business development and preparation of proposals Â  Projects will include civil infrastructure construction; demolition of existing facilities; bulk earthworks and green fields subdivision construction; brown fields developments; utilities infrastructure; landscaping; communications, electrical and hydraulic utilities. Project Management experience in land development within VIC will be highly regarded. Â  To be successful you will be required to have â€“ Tertiary qualifications in Civil Engineering and/or Project Management 10 yearsâ€™ experience in Civil Infrastructure Project Management Strong understanding of Land Development within VIC, including regulatory frameworks and statutory compliance requirements Advanced skills in Microsoft Office (Outlook, Word, Excel and Project) Advanced skills in report writing Commercial acumen The ability to work within a team environment through well-developed interpersonal skills Strong time management and organisational skills including the ability to manage resources and delegate tasks effectively A positive and proactive attitude Â  Cardno fosters a strong team culture and supports staff wellbeing through a genuine work/life balance by sponsoring various social and sporting activities, a corporate gym, training and development and a recognised rewards program. We welcome your interest in our team. Â Â  Â";Senior Land Development Project Manager
1128;Gold Coast;Construction;Site Supervisor / Finishes Foreman required for large townhouse development Your new company Our client is a reputable residential investment builder developer. They have a head office here on the Gold Coast and are now seeking a loyal site supervisor to work alongside the Site Manager on a large townhouse development. Your new role The first project you will be assigned to will be a large townhouse development situated on the northern end of the Gold Coast. In your new role you will be required to oversee the running of the day-to-day site contractors and adhering to tight/non negotiable time frames. You will be responsible for managing safety requirements and ensuring these requirements are adhered to. What you'll need to succeed Ideally you will have prior experience in supervising investment builds. You will also have proven longevity in your recent roles, as a long-term employee that can grow with the organisation is essentially what they are after. You must have a carpentry trade certificate and ideally a QBCC Supervisors license. What you'll get in return You will be offered a competitive salary package with a locally based company that has a strong reputation for consistency and quality. You will be a part of an energetic growing company that promotes a strong work place culture and work life balance. What you need to do now If you're interested in this role, click 'apply now' to forward an up-to-date copy of your CV in word Format, or call Jenni McNamara for a confidential discussion. Phone. 07 5526 4291 Email. Jennifer.mcnamara@hays.com.au;Site Supervisor
1129;Sydney;Banking & Financial Services;"Equity Market Strategist - CommSec Do work that matters: As the Commsec Equity Market Strategist, you will be a key part of the CommSec team that is recognised as Australia's leading provider of online retail stockbroking through the CommSec brand and to advisers and institutions via CommSec Adviser Services (CAS). You will play a key role in helping clients to understand the impact that economic and global market developments may have on financial markets, with a heavy focus on listed securities. Â You will analyse changes in demand, business cycles and government developments to develop models on how these changes may impact sectors and directly impact valuations at a company level. You will provide a conduit between the outputs from the Economics team and stock-specific research provided by Goldman Sachs and Morningstar to help interpret and distil this data for customers to explain what is happening in markets. You will develop well structured, visually dynamic content to deliver via our platforms, apps, social media and direct media channels. You will also deliver content via live media, TV and radio as well as presenting to external and internal clients to help educate our customers and front-line staff to give them the confidence to make better investment decisions. See yourself within our team: Reporting to the CommSec Chief Economist, you will be part of the broader Marketing & Content team whose primary purpose is to provide insightful and relevant communications to support our customers make better investment decisions. The Equity Market Strategist will be a key part of the close-knit Economics and Media team whilst working closely with the broader CommSec business to provide strong insights into the Equities market. We are interested in people who: Have extensive equity markets knowledge and experience, backed up by rigorous research and financial skills. Have a real passion for equities markets and the drive to be a go-to individual for insights into the retail markets. Display strong written communication skills, with the ability to write simply and effectively for a broad range of retail customers Are a strong presenter with the passion and ability to engage a diverse set of customer segments across a range of traditional, social media and emerging channels. Display tenacity, flexibility and responsiveness to be able to respond quickly to key market events and provide insights to customers in a timely manner. Can collaborate and work effectively across all the different CommSec teams as well as engage with the Group research functions. Hold Tertiary related qualifications in a finance/economics/commerce discipline. At CommBank, weâ€™re committed to building a diverse and inclusive workforce reflecting the customers, businesses and communities we serve. As a values-driven organisation, we nurture and support our people; through focusing on skill and talent development, collaboration, flexibility and internal promotion. With service in mind at every touch point, we take accountability for the role we play in securing and enhancing the financial well-being of people, businesses and communities. At CommBank you can be you. To be considered for this exciting opportunity, please show your expression of interest by applying online today! The application closing date for this role is 7th May 2018. Please be aware that we will make contact with you within one week of the closing date to let you know the outcome of your application. Â";Equity Market Strategist
1130;Melbourne;Trades & Services; Are you a reliable, self-motivated individual that takes pride in your work, wants to be an expert in their field and loves a challenge? Then this may be the career opportunity you have been waiting for. Hundegger Australasia is the leader in its industry of automated woodworking machinery and currently has an exciting opportunity available for a new field service technician to join our young and enthusiastic team. This position offers exciting insight into all aspects of the service industry and particular roles and duties will include: â€¢ Preventative maintenance servicing â€¢ Technical support assistance â€¢ Fault-finding â€¢ Installation work â€¢ Local, Interstate and International travel The applicant must possess the following: â€¢ Electrical aptitude â€¢ Mechanical aptitude â€¢ High level understanding of machinery axis and control systems â€¢ High level of PC literacy â€¢ Ability to work un-supervised and under pressure â€¢ Excellent communication skills and high level of customer rapport â€¢ Willingness to travel â€¢ Willingness to learn â€¢ Current Victorian driver's license â€¢ Australian residency â€¢ Electrical and engineering qualification and experience is preferred Expressions of interest are welcomed and may be forwarded alongside a Curriculum Vitae to enquiries@hundegger.com.au ;Service Technician
1131;Newcastle, Maitland & Hunter;Information & Communication Technology;"Â  About the company WesTrac is an equipment solutions company and one of the world's leading Caterpillar Dealerships. Operating in NSW, ACT and WA, we supply equipment solutions to thousands of customers across the mining, construction, transport, forestry, agriculture and power generation sectors. At WesTrac, our primary focus is our people. We know that our success is the result of more than 3,000 talented people working together to achieve amazing outcomes. Now, as we look to the future and our goal of becoming the first choice in equipment solutions, we're more focused more than ever on harnessing the best talent for our business. About the role The marketing and e-business team is an innovative group dedicated to driving the improvement of our customersâ€™ online experience and the ease of doing business with WesTrac. The group also manages the online merchandise store and upcoming initiatives. In order to support the increasing growth of our online commerce parts sales, we have created a new permanent position for an eCommerce Specialist with a specific focus on our NSW accounts. The position reports to the eCommerce Supervisor and is based at our Tomago facility. Responsibilities will include: Delivering system and process enhancements in support of increased online parts revenue and improved customer experience; Identifying, configuring and troubleshooting network systems and program enhancements; Supporting the execution of strategic initiatives, delivery of systems training and reporting of eCommerce performance measures. About you You are someone who is passionate about their work. You are an excellent communicator with the confidence to build and maintain successful working relationships with key stakeholders. In addition you possess the following skills and experience: Tertiary Qualification in Information Technology, Systems Administration or Information Systems; 2 yearsâ€™ post qualification experience in a similar role; Advanced computer literacy skills; Advanced skills in configuration and troubleshooting of web browsers and networks; Advanced skills in configuration and troubleshooting the purchasing functions of customers ERP systems, with a working knowledge of: SAP, Oracle, Pronto, JDE Edwards (advantageous); Understand the concepts of network design; Experience in software design including XML / cXML coding. Desirable: Marketing and customer service experience within a similar industry; Business to Business (B2B) eCommerce experience; Project Management skills; Basic understanding of Customer Relationship Management (CRM) systems, coupled with Customer Relationship Management experience. Why choose us? At WesTrac, we are open, we listen, and we learn, connect and collaborate with others.Â  We are passionate about our customers, our people and our business. As a market aware, progressive and flexible company, your work will be rewarded with a competitive remuneration package. WesTrac offers various employee benefits including company funded income protection, salary packaging options, discounted corporate private health plan, and a Fitness Passport allowing access to over 200+ gyms and pools at discounted rates. Apply today Â If you believe you have the skills and experience to succeed in this role, please submit your resume and a cover letter that specifically addresses the selection criteria. Apply today!";eCommerce Specialist - Newcastle
1132;Sydney;Trades & Services;Leading Hand Carpenter to run multiple commercial teams on sites across Sydney. Your new company An Australian Aluminium Windows and Doors Company seeking experienced Commercial Leading Hand Aluminium Window Installer to join their busy team. You will be working on a range of commercial and residential projects across the Sydney Region including the inner suburbs. Your new role Ideally you will be an Skilled Leading Hand Carpenter who will be accustom to installing aluminium frames into commercial buildings, using sub-head an sub-sill components. You will be responsible for setting out, levelling, assembling and finishing. You will be managing small teams site to site with liaising with clients and customers. You will complete all tasks with a high level of health and safety. What you'll need to succeed A hard working and reliable personality is desirable with a can do attitude and a team player who is honest, and dedicated to the job at hand. Your previous experience in a similar role will be key to your success. All relevant tickets are essential. What you'll get in return A competitive hourly rate, and the chance to work on large projects in the city and outer suburbs. Working with a lead competitor in the field who can help you grow and build your skill-set. This role will give you a positive working environment, with a great group of people in a fast paced industry. What you need to do now To talk further about this role, click 'apply now' to forward an up-to-date copy of your resume or call Dave Lynes on 0292492260 or email and updated resume to david.lynes@hays.com.au. If this job isn't quite right for you or you want to find out more about jobs in the Glazing and Fabrication market do not hesitate to give me a call;Leading Hand Carpenter
1133;Sydney;Administration & Office Support;A company that is very well known in the Motor Vehicle industry is searching for a Sales AdministratorÂ to join their office in St Leonards for a 12-month contract. The company is looking to expand their team by hiring aÂ superstar candidateÂ that will take the team from strength to strength. Â  The role: This sales role encompasses a customer service and administration-based approach. You will possess a confident and professional attitude that is comfortable picking up the phone and calling customers, clients and other dealerships and practicing relationship management between stakeholders Â  Duties of the role include but are not limited to: Management of two busy inboxes for senior colleagues Tend to an ongoing influx of emails inquiries from not only customers but clients simultaneously Using CRM database to update and input any data Liaise with other departments within the Cronulla office as well as other offices across Sydney Use Microsoft office for ongoing daily tasks, specifically Outlook and Excel (including working with formulas) Â  The successful candidate will be confident in their telephone manner, be very well organised and be able to multitask within a fast-paced corporate environment. Â  A background or keen interest in the motor industry is preferred but not a requirement. All training will be provided on the job but exposure to Microsoft Excel and other process driven programs is a guaranteed plus. Â  If you are an excellent communicator that prides themselves on delivering a high standard of customer service through building relationships then please apply.;Sales Administrator - St Leonards - 12 Month Contract - $30-$32/Hour + Super
1134;Melbourne;Information & Communication Technology;Weâ€™re looking for an experienced Java web developer with java web framework experience to join our engineering team within our growing technology company. Ideally you will be very familiar with Grails or another Spring framework. In this role you will have the potential to grow with the company and develop your already demonstrated experience. We want someone who is excited by that potential. Â  HOW YOU CAN HELP Designing and developing software Communicating technical topics clearly to the team and clients Programming in various languages Developing unit tests and undertaking UAT testing Creating system documentation Contributing to other areas depending on your skill set Â  ABOUT YOU A software engineering Tertiary Qualification Must have experience with the following: Grails (Ideally grails 2 and 3) or other Spring framework API integration with web applications Designing databases for web applications Experience working with the following would be highly valued: PostgreSQL PHP Django AWS Front end web development Â  ABOUT US Blitzm Systems is a growing software engineering company in Docklands managed by software engineers. We develop web and mobile applications for companies and government across Australia since 2011. You will have the opportunity to work on many different types of projects from various industries such as telecommunications, retail, social, logistics, medical and financial. We work in a social but relaxed and quiet share space with periodic evening events. We promote everyone to contribute to internal/side projects and run tech workshops on Fridays. To join our small and passionate team of engineers and put your expertise to the test - we'd like to hear from you. Applications must include a brief cover letter listing the above requirements 1 to 3 and summarising how you meet them. Links to development examples and LinkedIn profiles are welcome.;Web Developer: Java/Grails/Spring
1135;Gold Coast;Trades & Services;We are currently seeking a qualified electrician to join our team. Work isÂ mostly on the Gold Coast/Brisbane. Duties will range from new domestic construction to commercial projects and service work. Â  THE CANDIDATE Must have current QLD Electrical licence Minimum 2Â years as qualified tradesperson Experience in new construction is a must Must be able to read construction drawings Must be proficient in AS3000 Electrical Wiring Rules Must be competent in electrical testing and fault finding Must have own hand tools Must have manual drivers licence with good driving history Must have current CPR/LVR and general safety induction card Willing to be on roster for afterhours call out Experience in mechanical electrical is a plus Ability to work independently and as part of a team Must take pride in workmanship with good attention to detail Must have good problem solving skills, be well presented and organised 3 month probation period Pay rate determined on previous experience Opportunity for company vehicleÂ  Please send resume to: info@worldscopeelectrical.com.au;Electrician
1136;Mornington Peninsula & Bass Coast;Farming, Animals & Conservation;"2 Year Full Time Fixed Term Contract â€“ 7 day roster position The Nature Parks is an inspiring workplace and, as the largest employer on Phillip Island, offers a range of career paths. Our people are enthusiastic, committed and professional in what they do. They work across a broad range of activities and have many opportunities available to them should they wish to develop their skills, work in different locations or have a variety of roles. We are seeking to appoint a full time Farm Assistant to support the Farm Coordinator in farm management and maintenance, providing visitor experience through excellent tours, activitiesÂ (including milking cows, sheep shearing, and working dog display) and ensuring compliance with the islands heritage values. To be successful in this position you will need to address the following criteria: Experience in shearing sheep - essential Working knowledge and experience in farm management including crops, livestock, horses and paddock management Excellent communication skills,Â  with experience in giving presentations to visitors and tour groups Knowledge and skills in operation and maintenance of farm machinery, tools and equipment Experience working with farm animals and ability to ensure appropriate care with animals Understanding of Occupational Health and Safety practices Drivers licence with the ability to drive a manual vehicle First Aid Certificate Working with Childrenâ€™s check The position classification will be Scale 1 + allowances, $26.36 per hour as defined in the current Phillip Island Nature Parks Agreement.Â  Hours of employment are in accordance with a seven day roster which includes weekends and public holidays. A detailed position description can be obtained from our website at www.penguins.org.au\employment Â Â  Applications are to be submitted with resume and cover letter addressing selection criteria to recruitment@penguins.org.auÂ  by Sunday 29th April 2018. Â  ""Our mission is to conserve and enhance the Nature Parksâ€™ environment for current and future generations, achieving a balanced environmental, economic and social outcome.""";Farm Assistant
1137;Sydney;Banking & Financial Services; My client is a well-established boutique financial planning firm with offices in Sydney and the Northern Beaches. They are a dynamic company providing personalised and intelligent strategies to help clients build, manage and maintain their wealth.Â  A new position has been created that will provide the successful incumbent the opportunity to cross-train in the operational side of the business. What makes this role different to other receptionist roles is the opportunity to use your mental capabilities in various practice management projects, with a focus on insurance administration. Reporting to the Operations Manager, you will be the direct point of contact for all clients, as well as basic administration, diary management, banking, etc.Â  The more challenging part of the role will see you be immersed in the insurance side of the business and learn some key tasks such as: Superannuation and insurance researchÂ  Driving the insurance review process Preparing insurance reports for Adviser/Client meetingsÂ  Liaising with clients, funds managers and insurance companiesÂ  The ideal candidate will possess a few 'must haves' including: Â - Intermediate to Advanced Microsoft Office skills Â - Excellent communication and presentationÂ  Â - Strong client service and interpersonal skillsÂ  Â - ability to multi-taskÂ  Previous experience in a similar role with an interest in financial services will see you secure an exciting new opportunity with a progressive and growing company.Â  Please follow the links to apply today. ;Financial Planning Assistant
1138;Sydney;Call Centre & Customer Service;Are you a skilled and friendly receptionist, sales agent or administrator? Do you love providing great customer service? Are you comfortable working across multiple contact channels? Â  If you would like to work for an organisation that is making a difference, then apply now! Â  You will be responsible for providing our customers with an unparalleled experience when they connect with the organisation. We are looking for a friendly person who can handle a busy environment, while making every customer feel valued. Â  Weâ€™re after someone who is comfortable using a range of communication channels â€“ face-to-face, phone, email and web forms. Â  Youâ€™ll be the first point of contact for new our clients too - starting the conversation and generating enthusiasm for the amazing services we offer. You willl also undertake general reception and administration duties to support the effective and efficient operations of the Allambie Heights campus. Â  Working as part of a close-knit Customer Service team, youâ€™ll be responsible and accountable for your own work performance and expected to exercise judgement and initiative to resolve day-to-day service queries and issues. Â  Weâ€™re always looking for ways to improve the customer experience so you will actively contribute to meetings and projects with other team members. Â  Â  The role is located at Allambie Heights on Sydneyâ€™s Northern Beaches and is a 3-day a week position (Monday to Wednesday). Â  Who are we?Â  At Cerebral Palsy Alliance (CPA) we pride ourselves on our high-quality therapies, life skills programs, equipment and support for people living with neurological or physical disabilities and their families. Our priority is to support people living with a disability to lead an independent and inclusive life. Â  Our employees continually rate us as one of the best employers in Australia. They recognise and appreciate that our organisation is driven by its values â€“ integrity, passion, excellence, courage and respect. Â  What do we offer?Â  a competitive salary and benefits package (including salary packaging options) every opportunity to apply your experience and expertise to benefit your customers and the team the chance for additional training to continuously develop your skills the chance to contribute your ideas for improving quality and service delivery, and to be involved in decision-making interesting, varied and rewarding work.Â  What will you bring to the role?Â  Excellent verbal and written communication skills. Good numeracy skills Confident and accurate use of various technologies â€“ including telephone systems, databases, Microsoft Office and other software as required A sound understanding and demonstration of team procedures to facilitate the smooth operations of the Customer Service team Empathy for and knowledge of the lived experience of people with a disability and their families Willingness to learn additional skills to support the delivery of a high-quality customer experience Punctuality and time management A flexible and collaborative approach. How to applyÂ  As part of the application process, you will need to respond to the full selection criteria and upload your resume.Â ApplyÂ now to complete your application. Â  Note: this role is a level 3 within the Cerebral Palsy Alliance Corporate Support role family. Enquiries: Robyn CUMMINS Ph: 9975 8712 Applications Close: 30/04/2018;Customer Service Consultant/Receptionist
1139;Sydney;Accounting;"Surry Hills location - 2 minutes from Central Station! Fun and supportive environment with a strong company culture Newly created role Â  A little about us At Rehab Management,Â people are at the centre of our business.Â We help them achieve their best outcomes throughÂ innovation, dedication and best practice. With a focus on people, a unique tailored approach, reputable service and quality outcomes to assist those with a disability, injury or health condition, we continue to grow and succeed in helping people to live their best lives. Â  Your new role Reporting to the Chief Operating Officer, Â this new role is responsible for partnering with key senior stakeholders and providing a range of accounting and reporting servicesÂ as well as leading a variety of change projects across the organisation. You are a results driven leader and have the confidence, presence and demonstrated skills to lead the finance team through continuous mentoring, learning and development. In addition, you will be hands-on and possess excellent knowledge of compliance reporting and budget preparation. Â  Â What youâ€™ll be responsible for: Manage and continually improve all financial functions within the business and ensure compliance with all statutory reporting requirements. Provide high quality management information including; short & long term budgets; cash flow forecasts and relevant management reports. Work with external banking, financial and auditing representatives, as required, to meet internal objectives or statutory requirements Support and provide financial insights to the Executive Â team relating to profit analysis, identify costs savings, process efficiency and cash management Leading an accounting and transactional finance team Overseeing business payroll functions Establishment and ongoing management of all financial policies and procedures Management and oversight of the external audit process Preparation/review of annual budgets and ongoing forecasts Provide financial support and input for bid/tender opportunities Oversee weekly cash forecast and cash management Act as a business partner with operations in relations to productivity, cash positions and ensuring the business is operating at an efficient manner Take lead on possible process improvements within the business Manage relevant statutory reporting and compliance matters as a team. Â  What you bring: High level of technical accounting ability and extensive experience required with accuracy and reliability being essential CA or CPA qualification Experience in preparing financial statements and cash flow reports will be highly valued. Sound proficiency with ERP systems, ideally with experience/interest in system implementation and process improvements. Well-developed communication skills to deal with all staff levels, including managing an established finance team Proven leadership skills to keep the financial team responsive, motivated & accountable Experience in business planning, review, financial analysis and reporting Â  What we offer Professional development/ongoing learning opportunities Dynamic, energetic, progressive work environment Diverse & inclusive culture Flexible work environment Exceptional staff retention and staff tenures of up to 10 years Annual recognition programs Community service leave Â  To apply please click below or email your resume to vacancies@rehabmanagement.com.au. For a confidential discussion or further information please contact our Talent Acquisition Specialist Tami on 0447 608 789. Â  Rehab Management is committed to the principles of Equal Employment Opportunity";Financial Controller
1140;Sydney;Education & Training;This well established and large global childcare company has over 4,500 employees across 3 countries delivering high quality and affordable Out of School Hours Care that nurtures and supports children's development.Â  They pride themselves on their established support systems and processes that allow the primary focus of the educators to be on the children.Â  Due to a recent internal promotion, an opportunity has come up within NSW for an experienced Operations Manager to run a team of Regional Managers and Coordinators.Â  The focus of this role will be to take responsibility for the operations of the before and after school care functions in centres around the state.Â  There is currently a team of 6 Regional Managers on the ground and this role will be an escalation point for them and it will also require regular liaison with school principals, regulatory authorities, business managers and anyone else who is involved form a stakeholder perspective as part of partner engagement. Overall the role must support the team and the broader school community. This role will ideally suit someone with previous experience in a similar position, someone who understands the legislative landscape of either the childcare or aged care sectors and with good values and work ethic. Success in this role will be dependent upon your ability to work remotely, be on the road visiting sites together with your well-developed interpersonal skills together with your strong negotiation skills and prior experience leading teams. You must be self driven and enthusiastic with the ability to be hands on to achieve the desired outcome.Â  You must have a high degree of commercial acumen, be entrepreneurial in nature, solutions orientated and consistently thinking outside the square. The astute individual who will fill this role will be able to train, facilitate and contribute to the overall strategic planning of the group.Â  Â;Senior Operations Manager
1141;Melbourne;Manufacturing, Transport & Logistics;Programmed are currently seeking experienced Production workers for a casual ongoing position with an extremely well-known organisation located in Ringwood VIC. Our client is one of Australia and New Zealandâ€™s largest food manufacturing companies. With a history of over 100 years, they have been responsible for producing some of Australiaâ€™s most iconic and favourite household brands. These positions are based in an extremely fast paced production and distribution centre operating on day, afternoon and night shifts. In this role you will be required to handle chocolate products, candidates with nut allergies are discouraged to apply. Duties will include but not limited to: Picking/Packing of products Manufacturing of food products Palletising & Distribution Trolley/lifter pushing Quality control of products Light machine operating Some manual handling/heavy lifting To be successful applicants will need possess the following: Previous experience within the Food manufacturing/distribution industry Sound knowledge in Good Manufacturing Practices Ability to work in a fast paced environment Available for Immediate start and on call work Flexible availability to work day, afternoon and night shifts Must have reliable transport Ability to stand for long periods of time Contestable work related references What you will receive: The chance to be a part of an internationally recognised company The potential to progress into a permanent position Great working hours A friendly, hardworking team environment Competitive hourly pay rate Access to a 24hour support team If you think meet the above criteria and are looking for a great opportunity to expand your experience in the food manufacturing industry please click APPLY now and upload an updated resume. As one of Australia's largest employers, we work with great companies all around Australia and New Zealand to give you the best opportunities to work when and where you want to. At Programmed, we are committed to creating a safe and inclusive environment which values and respects diverse styles, backgrounds, experiences and perspectives. We welcome and encourage women, people of Aboriginal and Torres Strait Islander descent and people from diverse backgrounds to apply.;Exciting NEW Food Processing Positions
1142;Fleurieu Peninsula & Kangaroo Island;Trades & Services;Victor Harbor, Full Time, Automotive Please Quote Reference Number 68095 Junior Service / Parts Salesperson wanted! Subaru, Suzuki or Isuzu Join the team at Victor Harbor Motor Company Victor Harbor Motors Pty Ltd is a member of one of the largest and most progressive Privately Owned Automotive Groups in Australia. This is a fantastic opportunity to join a company with three iconic brands, in a great location with great facilities and supportive staff. Reporting to the Service Manager, the successful candidate will have the following attributes: Be self motivated, results orientated and have good customer relations skills You will have a strong work ethic and stable employment history Have good communication & computer literacy skills Be Confident and outgoing and work well in a team environment Have a willingness to learn and attend training sessions when required If you want be part of a dedicated team offering outstanding customer service then we want to here from you. To apply please complete the online application form at the below link and include a current CV and Cover Letter.;JUNIOR SERVICE / PARTS SALESPERSON
